"StartYear","country","Response","TaskID"
2000,"France","abundance",1
2000,"Spain","abundance",2
2000,"Sweden","abundance",3
2000,"Denmark","abundance",4
2000,"UK","abundance",5
2000,"Ireland","abundance",6
2000,"Norway","abundance",7
2000,"Portugal","abundance",8
2000,"Netherlands","abundance",9
2000,"Finland","abundance",10
2000,"Latvia","abundance",11
2001,"France","abundance",12
2001,"Spain","abundance",13
2001,"Sweden","abundance",14
2001,"Denmark","abundance",15
2001,"UK","abundance",16
2001,"Ireland","abundance",17
2001,"Norway","abundance",18
2001,"Portugal","abundance",19
2001,"Netherlands","abundance",20
2001,"Finland","abundance",21
2001,"Latvia","abundance",22
2002,"France","abundance",23
2002,"Spain","abundance",24
2002,"Sweden","abundance",25
2002,"Denmark","abundance",26
2002,"UK","abundance",27
2002,"Ireland","abundance",28
2002,"Norway","abundance",29
2002,"Portugal","abundance",30
2002,"Netherlands","abundance",31
2002,"Finland","abundance",32
2002,"Latvia","abundance",33
2003,"France","abundance",34
2003,"Spain","abundance",35
2003,"Sweden","abundance",36
2003,"Denmark","abundance",37
2003,"UK","abundance",38
2003,"Ireland","abundance",39
2003,"Norway","abundance",40
2003,"Portugal","abundance",41
2003,"Netherlands","abundance",42
2003,"Finland","abundance",43
2003,"Latvia","abundance",44
2004,"France","abundance",45
2004,"Spain","abundance",46
2004,"Sweden","abundance",47
2004,"Denmark","abundance",48
2004,"UK","abundance",49
2004,"Ireland","abundance",50
2004,"Norway","abundance",51
2004,"Portugal","abundance",52
2004,"Netherlands","abundance",53
2004,"Finland","abundance",54
2004,"Latvia","abundance",55
2005,"France","abundance",56
2005,"Spain","abundance",57
2005,"Sweden","abundance",58
2005,"Denmark","abundance",59
2005,"UK","abundance",60
2005,"Ireland","abundance",61
2005,"Norway","abundance",62
2005,"Portugal","abundance",63
2005,"Netherlands","abundance",64
2005,"Finland","abundance",65
2005,"Latvia","abundance",66
2006,"France","abundance",67
2006,"Spain","abundance",68
2006,"Sweden","abundance",69
2006,"Denmark","abundance",70
2006,"UK","abundance",71
2006,"Ireland","abundance",72
2006,"Norway","abundance",73
2006,"Portugal","abundance",74
2006,"Netherlands","abundance",75
2006,"Finland","abundance",76
2006,"Latvia","abundance",77
2007,"France","abundance",78
2007,"Spain","abundance",79
2007,"Sweden","abundance",80
2007,"Denmark","abundance",81
2007,"UK","abundance",82
2007,"Ireland","abundance",83
2007,"Norway","abundance",84
2007,"Portugal","abundance",85
2007,"Netherlands","abundance",86
2007,"Finland","abundance",87
2007,"Latvia","abundance",88
2008,"France","abundance",89
2008,"Spain","abundance",90
2008,"Sweden","abundance",91
2008,"Denmark","abundance",92
2008,"UK","abundance",93
2008,"Ireland","abundance",94
2008,"Norway","abundance",95
2008,"Portugal","abundance",96
2008,"Netherlands","abundance",97
2008,"Finland","abundance",98
2008,"Latvia","abundance",99
2009,"France","abundance",100
2009,"Spain","abundance",101
2009,"Sweden","abundance",102
2009,"Denmark","abundance",103
2009,"UK","abundance",104
2009,"Ireland","abundance",105
2009,"Norway","abundance",106
2009,"Portugal","abundance",107
2009,"Netherlands","abundance",108
2009,"Finland","abundance",109
2009,"Latvia","abundance",110
2010,"France","abundance",111
2010,"Spain","abundance",112
2010,"Sweden","abundance",113
2010,"Denmark","abundance",114
2010,"UK","abundance",115
2010,"Ireland","abundance",116
2010,"Norway","abundance",117
2010,"Portugal","abundance",118
2010,"Netherlands","abundance",119
2010,"Latvia","abundance",120
2011,"France","abundance",121
2011,"Spain","abundance",122
2011,"Sweden","abundance",123
2011,"Denmark","abundance",124
2011,"UK","abundance",125
2011,"Ireland","abundance",126
2011,"Norway","abundance",127
2011,"Portugal","abundance",128
2011,"Netherlands","abundance",129
2012,"France","abundance",130
2012,"Spain","abundance",131
2012,"Sweden","abundance",132
2012,"Denmark","abundance",133
2012,"UK","abundance",134
2012,"Ireland","abundance",135
2012,"Norway","abundance",136
2012,"Portugal","abundance",137
2012,"Netherlands","abundance",138
2013,"France","abundance",139
2013,"Spain","abundance",140
2013,"Sweden","abundance",141
2013,"Denmark","abundance",142
2013,"UK","abundance",143
2013,"Ireland","abundance",144
2013,"Norway","abundance",145
2013,"Portugal","abundance",146
2013,"Netherlands","abundance",147
2014,"France","abundance",148
2014,"Spain","abundance",149
2014,"Sweden","abundance",150
2014,"Denmark","abundance",151
2014,"UK","abundance",152
2014,"Ireland","abundance",153
2014,"Norway","abundance",154
2014,"Portugal","abundance",155
2014,"Netherlands","abundance",156
2000,"France","spp_richness",157
2000,"Spain","spp_richness",158
2000,"Sweden","spp_richness",159
2000,"Denmark","spp_richness",160
2000,"UK","spp_richness",161
2000,"Ireland","spp_richness",162
2000,"Norway","spp_richness",163
2000,"Portugal","spp_richness",164
2000,"Netherlands","spp_richness",165
2000,"Finland","spp_richness",166
2000,"Latvia","spp_richness",167
2001,"France","spp_richness",168
2001,"Spain","spp_richness",169
2001,"Sweden","spp_richness",170
2001,"Denmark","spp_richness",171
2001,"UK","spp_richness",172
2001,"Ireland","spp_richness",173
2001,"Norway","spp_richness",174
2001,"Portugal","spp_richness",175
2001,"Netherlands","spp_richness",176
2001,"Finland","spp_richness",177
2001,"Latvia","spp_richness",178
2002,"France","spp_richness",179
2002,"Spain","spp_richness",180
2002,"Sweden","spp_richness",181
2002,"Denmark","spp_richness",182
2002,"UK","spp_richness",183
2002,"Ireland","spp_richness",184
2002,"Norway","spp_richness",185
2002,"Portugal","spp_richness",186
2002,"Netherlands","spp_richness",187
2002,"Finland","spp_richness",188
2002,"Latvia","spp_richness",189
2003,"France","spp_richness",190
2003,"Spain","spp_richness",191
2003,"Sweden","spp_richness",192
2003,"Denmark","spp_richness",193
2003,"UK","spp_richness",194
2003,"Ireland","spp_richness",195
2003,"Norway","spp_richness",196
2003,"Portugal","spp_richness",197
2003,"Netherlands","spp_richness",198
2003,"Finland","spp_richness",199
2003,"Latvia","spp_richness",200
2004,"France","spp_richness",201
2004,"Spain","spp_richness",202
2004,"Sweden","spp_richness",203
2004,"Denmark","spp_richness",204
2004,"UK","spp_richness",205
2004,"Ireland","spp_richness",206
2004,"Norway","spp_richness",207
2004,"Portugal","spp_richness",208
2004,"Netherlands","spp_richness",209
2004,"Finland","spp_richness",210
2004,"Latvia","spp_richness",211
2005,"France","spp_richness",212
2005,"Spain","spp_richness",213
2005,"Sweden","spp_richness",214
2005,"Denmark","spp_richness",215
2005,"UK","spp_richness",216
2005,"Ireland","spp_richness",217
2005,"Norway","spp_richness",218
2005,"Portugal","spp_richness",219
2005,"Netherlands","spp_richness",220
2005,"Finland","spp_richness",221
2005,"Latvia","spp_richness",222
2006,"France","spp_richness",223
2006,"Spain","spp_richness",224
2006,"Sweden","spp_richness",225
2006,"Denmark","spp_richness",226
2006,"UK","spp_richness",227
2006,"Ireland","spp_richness",228
2006,"Norway","spp_richness",229
2006,"Portugal","spp_richness",230
2006,"Netherlands","spp_richness",231
2006,"Finland","spp_richness",232
2006,"Latvia","spp_richness",233
2007,"France","spp_richness",234
2007,"Spain","spp_richness",235
2007,"Sweden","spp_richness",236
2007,"Denmark","spp_richness",237
2007,"UK","spp_richness",238
2007,"Ireland","spp_richness",239
2007,"Norway","spp_richness",240
2007,"Portugal","spp_richness",241
2007,"Netherlands","spp_richness",242
2007,"Finland","spp_richness",243
2007,"Latvia","spp_richness",244
2008,"France","spp_richness",245
2008,"Spain","spp_richness",246
2008,"Sweden","spp_richness",247
2008,"Denmark","spp_richness",248
2008,"UK","spp_richness",249
2008,"Ireland","spp_richness",250
2008,"Norway","spp_richness",251
2008,"Portugal","spp_richness",252
2008,"Netherlands","spp_richness",253
2008,"Finland","spp_richness",254
2008,"Latvia","spp_richness",255
2009,"France","spp_richness",256
2009,"Spain","spp_richness",257
2009,"Sweden","spp_richness",258
2009,"Denmark","spp_richness",259
2009,"UK","spp_richness",260
2009,"Ireland","spp_richness",261
2009,"Norway","spp_richness",262
2009,"Portugal","spp_richness",263
2009,"Netherlands","spp_richness",264
2009,"Finland","spp_richness",265
2009,"Latvia","spp_richness",266
2010,"France","spp_richness",267
2010,"Spain","spp_richness",268
2010,"Sweden","spp_richness",269
2010,"Denmark","spp_richness",270
2010,"UK","spp_richness",271
2010,"Ireland","spp_richness",272
2010,"Norway","spp_richness",273
2010,"Portugal","spp_richness",274
2010,"Netherlands","spp_richness",275
2010,"Latvia","spp_richness",276
2011,"France","spp_richness",277
2011,"Spain","spp_richness",278
2011,"Sweden","spp_richness",279
2011,"Denmark","spp_richness",280
2011,"UK","spp_richness",281
2011,"Ireland","spp_richness",282
2011,"Norway","spp_richness",283
2011,"Portugal","spp_richness",284
2011,"Netherlands","spp_richness",285
2012,"France","spp_richness",286
2012,"Spain","spp_richness",287
2012,"Sweden","spp_richness",288
2012,"Denmark","spp_richness",289
2012,"UK","spp_richness",290
2012,"Ireland","spp_richness",291
2012,"Norway","spp_richness",292
2012,"Portugal","spp_richness",293
2012,"Netherlands","spp_richness",294
2013,"France","spp_richness",295
2013,"Spain","spp_richness",296
2013,"Sweden","spp_richness",297
2013,"Denmark","spp_richness",298
2013,"UK","spp_richness",299
2013,"Ireland","spp_richness",300
2013,"Norway","spp_richness",301
2013,"Portugal","spp_richness",302
2013,"Netherlands","spp_richness",303
2014,"France","spp_richness",304
2014,"Spain","spp_richness",305
2014,"Sweden","spp_richness",306
2014,"Denmark","spp_richness",307
2014,"UK","spp_richness",308
2014,"Ireland","spp_richness",309
2014,"Norway","spp_richness",310
2014,"Portugal","spp_richness",311
2014,"Netherlands","spp_richness",312
