sample_id,site_id,day,month,year,taxon_id,taxon,abundance,listed in freshwaterecology.com,,
112000001_12.04.2013,112000001,12,4,2013,14797,Micropsectra atrofasciata-Gr.,1747,14797,,
112000001_12.04.2013,112000001,12,4,2013,6048,Molophilus sp.,12,6048,,
112000001_12.04.2013,112000001,12,4,2013,8659,Muscidae Gen. sp.,1,8659,,
112000001_12.04.2013,112000001,12,4,2013,6088,Natarsia sp.,16,6088,,
112000001_12.04.2013,112000001,12,4,2013,6126,Niphargus aquilex,4,6126,,
112000001_12.04.2013,112000001,12,4,2013,11066,Orthocladius (Orthocladius) sp.,548,11066,,
112000001_12.04.2013,112000001,12,4,2013,9623,Orthocladius rivicola-Gr.,132,9623,,
112000001_12.04.2013,112000001,12,4,2013,6314,Parametriocnemus stylatus,3291,6314,,
112000001_12.04.2013,112000001,12,4,2013,6317,Paraphaenocladius sp.,228,6317,,
112000001_12.04.2013,112000001,12,4,2013,6339,Paratendipes albimanus-Gr.,4,6339,,
112000001_12.04.2013,112000001,12,4,2013,6345,Paratrissocladius excerptus,16,6345,,
112000001_12.04.2013,112000001,12,4,2013,6366,Pericoma sp.,4,6366,,
112000001_12.04.2013,112000001,12,4,2013,6425,Pisidium sp.,121,6425,,
112000001_12.04.2013,112000001,12,4,2013,6444,Plectrocnemia conspersa conspersa,1,6444,,
112000001_12.04.2013,112000001,12,4,2013,6583,Prodiamesa olivacea,231,6583,,
112000001_12.04.2013,112000001,12,4,2013,6592,Prosimulium tomosvaryi,578,6592,,
112000001_12.04.2013,112000001,12,4,2013,6699,Rheocricotopus effusus,16,6699,,
112000001_12.04.2013,112000001,12,4,2013,6700,Rheocricotopus fuscipes,64,6700,,
112000001_12.04.2013,112000001,12,4,2013,13274,Rhypholophus haemorrhoidalis,2,13274,,
112000001_12.04.2013,112000001,12,4,2013,7837,Simulium costatum,4,7837,,
112000001_12.04.2013,112000001,12,4,2013,6935,Stylodrilus heringianus,16,6935,,
112000001_12.04.2013,112000001,12,4,2013,6956,Synagapetus moselyi,39,6956,,
112000001_12.04.2013,112000001,12,4,2013,7095,Trichodrilus sp.,4,7095,,
112000001_12.04.2013,112000001,12,4,2013,7183,Zavrelimyia sp.,8,7183,,
112000001_12.04.2013,112000001,12,4,2013,4549,Capnia bifrons,16,4549,,
112000001_28.03.2014,112000001,28,3,2014,4236,Agabus guttatus Lv.,17,4236,,
112000001_28.03.2014,112000001,28,3,2014,4487,Brachyptera risi,3,4487,,
112000001_28.03.2014,112000001,28,3,2014,4496,Brillia bifida,2,4496,,
112000001_28.03.2014,112000001,28,3,2014,4510,Bythinella austriaca austriaca,17,4510,,
112000001_28.03.2014,112000001,28,3,2014,4761,Corynoneura lobata,2,4761,,
112000001_28.03.2014,112000001,28,3,2014,5075,Eiseniella tetraedra,61,5075,,
112000001_28.03.2014,112000001,28,3,2014,17774,Elmis maugetii,1,,,
112000001_28.03.2014,112000001,28,3,2014,6068,Naididae Gen. sp.,11,6068,,
112000001_28.03.2014,112000001,28,3,2014,5288,Gammarus fossarum,115,5288,,
112000001_28.03.2014,112000001,28,3,2014,5318,Glyphotaelius pellucidus,20,5318,,
112000001_28.03.2014,112000001,28,3,2014,9716,Henlea sp.,5,9716,,
112000001_28.03.2014,112000001,28,3,2014,5478,Heterotrissocladius marcidus,10,5478,,
112000001_28.03.2014,112000001,28,3,2014,5513,Hydraena excisa Ad.,4,5513,,
112000001_28.03.2014,112000001,28,3,2014,5520,Hydraena nigrita Ad.,1,5520,,
112000001_28.03.2014,112000001,28,3,2014,4624,Chaetopteryx major,24,4624,,
112000001_28.03.2014,112000001,28,3,2014,4638,Chelifera sp.,170,4638,,
112000001_28.03.2014,112000001,28,3,2014,14467,Chrysopilus sp.,1,14467,,
112000001_28.03.2014,112000001,28,3,2014,5675,Isoperla tripartita tripartita,211,5675,,
112000001_28.03.2014,112000001,28,3,2014,5812,Limnephilinae Gen. sp.,21,5812,,
112000001_28.03.2014,112000001,28,3,2014,5931,Macropelopia nebulosa,77,5931,,
112000001_28.03.2014,112000001,28,3,2014,14797,Micropsectra atrofasciata-Gr.,728,14797,,
112000001_28.03.2014,112000001,28,3,2014,6023,Micropterna sequax,1,6023,,
112000001_28.03.2014,112000001,28,3,2014,6022,Micropterna nycterobia,4,6022,,
112000001_28.03.2014,112000001,28,3,2014,6073,Nais elinguis,3,6073,,
112000001_28.03.2014,112000001,28,3,2014,6088,Natarsia sp.,2,6088,,
112000001_28.03.2014,112000001,28,3,2014,6095,Nemoura cinerea cinerea,4,6095,,
112000001_28.03.2014,112000001,28,3,2014,6126,Niphargus aquilex,4,6126,,
112000001_28.03.2014,112000001,28,3,2014,8809,Orthocladius lignicola,2,8809,,
112000001_28.03.2014,112000001,28,3,2014,11066,Orthocladius (Orthocladius) sp.,8,11066,,
112000001_28.03.2014,112000001,28,3,2014,6314,Parametriocnemus stylatus,12,6314,,
112000001_28.03.2014,112000001,28,3,2014,6345,Paratrissocladius excerptus,4,6345,,
112000001_28.03.2014,112000001,28,3,2014,6366,Pericoma sp.,5,6366,,
112000001_28.03.2014,112000001,28,3,2014,6425,Pisidium sp.,133,6425,,
112000001_28.03.2014,112000001,28,3,2014,6437,Platambus maculatus Lv.,1,6437,,
112000001_28.03.2014,112000001,28,3,2014,6444,Plectrocnemia conspersa conspersa,35,6444,,
112000001_28.03.2014,112000001,28,3,2014,6473,Polypedilum albicorne,4,6473,,
112000001_28.03.2014,112000001,28,3,2014,6583,Prodiamesa olivacea,107,6583,,
112000001_28.03.2014,112000001,28,3,2014,6699,Rheocricotopus effusus,2,6699,,
112000001_28.03.2014,112000001,28,3,2014,6700,Rheocricotopus fuscipes,2,6700,,
112000001_28.03.2014,112000001,28,3,2014,13274,Rhypholophus haemorrhoidalis,2,13274,,
112000001_28.03.2014,112000001,28,3,2014,6859,Siphlonurus aestivalis,10,6859,,
112000001_28.03.2014,112000001,28,3,2014,8116,Stempellinella brevis,2,8116,,
112000001_28.03.2014,112000001,28,3,2014,6935,Stylodrilus heringianus,20,6935,,
112000001_28.03.2014,112000001,28,3,2014,6956,Synagapetus moselyi,220,6956,,
112000001_28.03.2014,112000001,28,3,2014,7075,Tipula maxima,2,7075,,
112000001_28.03.2014,112000001,28,3,2014,7183,Zavrelimyia sp.,18,7183,,
112000001_01.04.2015,112000001,1,4,2015,4236,Agabus guttatus Lv.,11,4236,,
112000001_01.04.2015,112000001,1,4,2015,4338,Apsectrotanypus trifascipennis,22,4338,,
112000001_01.04.2015,112000001,1,4,2015,4415,Baetis rhodani,169,4415,,
112000001_01.04.2015,112000001,1,4,2015,4487,Brachyptera risi,22,4487,,
112000001_01.04.2015,112000001,1,4,2015,4488,Brachyptera seticornis,4,4488,,
112000001_01.04.2015,112000001,1,4,2015,4489,Brachyptera sp.,32,4489,,
112000001_01.04.2015,112000001,1,4,2015,4496,Brillia bifida,226,4496,,
112000001_01.04.2015,112000001,1,4,2015,4510,Bythinella austriaca austriaca,80,4510,,
112000001_01.04.2015,112000001,1,4,2015,8850,Centroptilum luteolum,3,8850,,
112000001_01.04.2015,112000001,1,4,2015,4585,Ceratopogonidae Gen. sp.,74,4585,,
112000001_01.04.2015,112000001,1,4,2015,4733,Conchapelopia sp.,1,4733,,
112000001_01.04.2015,112000001,1,4,2015,4761,Corynoneura lobata,56,4761,,
112000001_01.04.2015,112000001,1,4,2015,4927,Diamesa cinerella-Gr.,4,4927,,
112000001_01.04.2015,112000001,1,4,2015,5075,Eiseniella tetraedra,89,5075,,
112000001_01.04.2015,112000001,1,4,2015,5084,Electrogena ujhelyii,21,5084,,
112000001_01.04.2015,112000001,1,4,2015,17774,Elmis maugetii,17,,,
112000001_01.04.2015,112000001,1,4,2015,9654,Eloeophila sp.,2,9654,,
112000001_01.04.2015,112000001,1,4,2015,6068,Naididae Gen. sp.,24,6068,,
112000001_01.04.2015,112000001,1,4,2015,5288,Gammarus fossarum,127,5288,,
112000001_01.04.2015,112000001,1,4,2015,5292,Gammarus roeselii,2,5292,,
112000001_01.04.2015,112000001,1,4,2015,5318,Glyphotaelius pellucidus,2,5318,,
112000001_01.04.2015,112000001,1,4,2015,5369,Habrophlebia fusca,10,5369,,
112000001_01.04.2015,112000001,1,4,2015,5401,Haplotaxis gordioides,4,5401,,
112000001_01.04.2015,112000001,1,4,2015,5409,Heleniella serratosioi,36,5409,,
112000001_01.04.2015,112000001,1,4,2015,9716,Henlea sp.,80,9716,,
112000001_01.04.2015,112000001,1,4,2015,5478,Heterotrissocladius marcidus,4,5478,,
112000001_01.04.2015,112000001,1,4,2015,5481,Hexatoma sp.,6,5481,,
112000001_01.04.2015,112000001,1,4,2015,5513,Hydraena excisa Ad.,10,5513,,
112000001_01.04.2015,112000001,1,4,2015,5514,Hydraena gracilis Ad.,2,5514,,
112000001_01.04.2015,112000001,1,4,2015,4610,Chaetocladius piger-Gr.,8,4610,,
112000001_01.04.2015,112000001,1,4,2015,8826,Chaetopteryx fusca/villosa,6,8826,,
112000001_01.04.2015,112000001,1,4,2015,4624,Chaetopteryx major,22,4624,,
112000001_01.04.2015,112000001,1,4,2015,4638,Chelifera sp.,28,4638,,
112000001_01.04.2015,112000001,1,4,2015,5675,Isoperla tripartita tripartita,178,5675,,
112000001_01.04.2015,112000001,1,4,2015,5790,Leuctra sp.,84,5790,,
112000001_01.04.2015,112000001,1,4,2015,5812,Limnephilinae Gen. sp.,95,5812,,
112000001_01.04.2015,112000001,1,4,2015,5837,Limnephilus lunatus,6,5837,,
112000001_01.04.2015,112000001,1,4,2015,5873,Limnophyes sp.,8,5873,,
112000001_01.04.2015,112000001,1,4,2015,5900,Lumbricidae Gen. sp.,2,5900,,
112000001_01.04.2015,112000001,1,4,2015,5931,Macropelopia nebulosa,10,5931,,
112000001_01.04.2015,112000001,1,4,2015,5946,Marionina sp.,36,5946,,
112000001_01.04.2015,112000001,1,4,2015,14797,Micropsectra atrofasciata-Gr.,1702,14797,,
112000001_01.04.2015,112000001,1,4,2015,6022,Micropterna nycterobia,4,6022,,
112000001_01.04.2015,112000001,1,4,2015,6072,Nais communis,16,6072,,
112000001_01.04.2015,112000001,1,4,2015,6073,Nais elinguis,64,6073,,
112000001_01.04.2015,112000001,1,4,2015,8813,Nematoda Gen. sp.,4,,,
112000001_01.04.2015,112000001,1,4,2015,6095,Nemoura cinerea cinerea,34,6095,,
112000001_01.04.2015,112000001,1,4,2015,6108,Nemoura sp.,43,6108,,
112000001_01.04.2015,112000001,1,4,2015,8422,Nemouridae Gen. sp.,6,8422,,
112000001_01.04.2015,112000001,1,4,2015,6126,Niphargus aquilex,10,6126,,
112000001_01.04.2015,112000001,1,4,2015,11066,Orthocladius (Orthocladius) sp.,128,11066,,
112000001_01.04.2015,112000001,1,4,2015,9623,Orthocladius rivicola-Gr.,4,9623,,
112000001_01.04.2015,112000001,1,4,2015,6314,Parametriocnemus stylatus,185,6314,,
112000001_01.04.2015,112000001,1,4,2015,6347,Paratrichocladius rufiventris,20,6347,,
112000001_01.04.2015,112000001,1,4,2015,6345,Paratrissocladius excerptus,16,6345,,
112000001_01.04.2015,112000001,1,4,2015,6354,Pedicia sp.,1,6354,,
112000001_01.04.2015,112000001,1,4,2015,6425,Pisidium sp.,234,6425,,
112000001_01.04.2015,112000001,1,4,2015,6444,Plectrocnemia conspersa conspersa,52,6444,,
112000001_01.04.2015,112000001,1,4,2015,6473,Polypedilum albicorne,97,6473,,
112000001_01.04.2015,112000001,1,4,2015,6583,Prodiamesa olivacea,43,6583,,
112000001_01.04.2015,112000001,1,4,2015,9172,Pseudorthocladius sp.,4,9172,,
112000001_01.04.2015,112000001,1,4,2015,8753,Psychodidae Gen. sp.,8,8753,,
112000001_01.04.2015,112000001,1,4,2015,6699,Rheocricotopus effusus,16,6699,,
112000001_01.04.2015,112000001,1,4,2015,6700,Rheocricotopus fuscipes,194,6700,,
112000001_01.04.2015,112000001,1,4,2015,6755,Rhyacodrilus falciformis,40,6755,,
112000001_01.04.2015,112000001,1,4,2015,6859,Siphlonurus aestivalis,3,6859,,
112000001_01.04.2015,112000001,1,4,2015,8116,Stempellinella brevis,300,8116,,
112000001_01.04.2015,112000001,1,4,2015,6911,Stenophylax permistus,2,6911,,
112000001_01.04.2015,112000001,1,4,2015,6935,Stylodrilus heringianus,52,6935,,
112000001_01.04.2015,112000001,1,4,2015,6956,Synagapetus moselyi,362,6956,,
112000001_01.04.2015,112000001,1,4,2015,7009,Tanytarsus sp.,96,7009,,
112000001_01.04.2015,112000001,1,4,2015,9730,Thienemanniella clavicornis-Agg.,80,9730,,
112000001_01.04.2015,112000001,1,4,2015,7075,Tipula maxima,6,7075,,
112000001_01.04.2015,112000001,1,4,2015,7095,Trichodrilus sp.,2,7095,,
112000001_01.04.2015,112000001,1,4,2015,9683,Tvetenia bavarica/calvescens,4,9683,,
112000001_07.04.2016,112000001,7,4,2016,4236,Agabus guttatus Lv.,18,4236,,
112000001_07.04.2016,112000001,7,4,2016,4487,Brachyptera risi,15,4487,,
112000001_07.04.2016,112000001,7,4,2016,4489,Brachyptera sp.,16,4489,,
112000001_07.04.2016,112000001,7,4,2016,4496,Brillia bifida,4,4496,,
112000001_07.04.2016,112000001,7,4,2016,4510,Bythinella austriaca austriaca,60,4510,,
112000001_07.04.2016,112000001,7,4,2016,4585,Ceratopogonidae Gen. sp.,8,4585,,
112000001_07.04.2016,112000001,7,4,2016,4927,Diamesa cinerella-Gr.,16,4927,,
112000001_07.04.2016,112000001,7,4,2016,5075,Eiseniella tetraedra,107,5075,,
112000001_07.04.2016,112000001,7,4,2016,5102,Enchytraeus sp.,28,5102,,
112000001_07.04.2016,112000001,7,4,2016,6068,Naididae Gen. sp.,60,6068,,
112000001_07.04.2016,112000001,7,4,2016,5150,Erioptera sp.,4,5150,,
112000001_07.04.2016,112000001,7,4,2016,5194,Eukiefferiella brevicalcar,4,5194,,
112000001_07.04.2016,112000001,7,4,2016,5284,Galba truncatula,12,5284,,
112000001_07.04.2016,112000001,7,4,2016,5288,Gammarus fossarum,73,5288,,
112000001_07.04.2016,112000001,7,4,2016,5318,Glyphotaelius pellucidus,1,5318,,
112000001_07.04.2016,112000001,7,4,2016,5281,Fridericia sp.,24,5281,,
112000001_07.04.2016,112000001,7,4,2016,9716,Henlea sp.,116,9716,,
112000001_07.04.2016,112000001,7,4,2016,5478,Heterotrissocladius marcidus,4,5478,,
112000001_07.04.2016,112000001,7,4,2016,5481,Hexatoma sp.,12,5481,,
112000001_07.04.2016,112000001,7,4,2016,4610,Chaetocladius piger-Gr.,464,4610,,
112000001_07.04.2016,112000001,7,4,2016,4638,Chelifera sp.,24,4638,,
112000001_07.04.2016,112000001,7,4,2016,4663,Chironomus sp.,1,4663,,
112000001_07.04.2016,112000001,7,4,2016,14467,Chrysopilus sp.,4,14467,,
112000001_07.04.2016,112000001,7,4,2016,5675,Isoperla tripartita tripartita,154,5675,,
112000001_07.04.2016,112000001,7,4,2016,10377,Jungiella sp.,12,10377,,
112000001_07.04.2016,112000001,7,4,2016,5812,Limnephilinae Gen. sp.,20,5812,,
112000001_07.04.2016,112000001,7,4,2016,5837,Limnephilus lunatus,1,5837,,
112000001_07.04.2016,112000001,7,4,2016,5873,Limnophyes sp.,8,5873,,
112000001_07.04.2016,112000001,7,4,2016,5900,Lumbricidae Gen. sp.,1,5900,,
112000001_07.04.2016,112000001,7,4,2016,5931,Macropelopia nebulosa,100,5931,,
112000001_07.04.2016,112000001,7,4,2016,5946,Marionina sp.,4,5946,,
112000001_07.04.2016,112000001,7,4,2016,5959,Mesenchytraeus armatus,4,5959,,
112000001_07.04.2016,112000001,7,4,2016,14797,Micropsectra atrofasciata-Gr.,928,14797,,
112000001_07.04.2016,112000001,7,4,2016,6022,Micropterna nycterobia,27,6022,,
112000001_07.04.2016,112000001,7,4,2016,10525,Microtendipes pedellus-Gr.,6,10525,,
112000001_07.04.2016,112000001,7,4,2016,8813,Nematoda Gen. sp.,4,,,
112000001_07.04.2016,112000001,7,4,2016,6094,Nemoura cambrica,8,6094,,
112000001_07.04.2016,112000001,7,4,2016,6095,Nemoura cinerea cinerea,66,6095,,
112000001_07.04.2016,112000001,7,4,2016,6108,Nemoura sp.,144,6108,,
112000001_07.04.2016,112000001,7,4,2016,6126,Niphargus aquilex,4,6126,,
112000001_07.04.2016,112000001,7,4,2016,11066,Orthocladius (Orthocladius) sp.,64,11066,,
112000001_07.04.2016,112000001,7,4,2016,9623,Orthocladius rivicola-Gr.,8,9623,,
112000001_07.04.2016,112000001,7,4,2016,6314,Parametriocnemus stylatus,280,6314,,
112000001_07.04.2016,112000001,7,4,2016,6317,Paraphaenocladius sp.,40,6317,,
112000001_07.04.2016,112000001,7,4,2016,6366,Pericoma sp.,4,6366,,
112000001_07.04.2016,112000001,7,4,2016,6425,Pisidium sp.,240,6425,,
112000001_07.04.2016,112000001,7,4,2016,13734,Pneumia sp.,4,13734,,
112000001_07.04.2016,112000001,7,4,2016,6488,Polypedilum cultellatum,16,6488,,
112000001_07.04.2016,112000001,7,4,2016,6583,Prodiamesa olivacea,64,6583,,
112000001_07.04.2016,112000001,7,4,2016,6596,Protonemura auberti,4,6596,,
112000001_07.04.2016,112000001,7,4,2016,6635,Psectrotanypus varius,3,6635,,
112000001_07.04.2016,112000001,7,4,2016,6700,Rheocricotopus fuscipes,48,6700,,
112000001_07.04.2016,112000001,7,4,2016,6755,Rhyacodrilus falciformis,16,6755,,
112000001_07.04.2016,112000001,7,4,2016,14823,Nematocera Gen. sp.,4,14823,,
112000001_07.04.2016,112000001,7,4,2016,6859,Siphlonurus aestivalis,32,6859,,
112000001_07.04.2016,112000001,7,4,2016,8116,Stempellinella brevis,48,8116,,
112000001_07.04.2016,112000001,7,4,2016,6935,Stylodrilus heringianus,81,6935,,
112000001_07.04.2016,112000001,7,4,2016,6954,Synagapetus iridipennis,8,6954,,
112000001_07.04.2016,112000001,7,4,2016,6956,Synagapetus moselyi,130,6956,,
112000001_07.04.2016,112000001,7,4,2016,7075,Tipula maxima,1,7075,,
112000001_07.04.2016,112000001,7,4,2016,7095,Trichodrilus sp.,8,7095,,
112000001_07.04.2016,112000001,7,4,2016,9683,Tvetenia bavarica/calvescens,16,9683,,
112000001_07.04.2016,112000001,7,4,2016,9687,Tvetenia discoloripes-Gr.,8,9687,,
112000001_07.04.2016,112000001,7,4,2016,7183,Zavrelimyia sp.,8,7183,,
